name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
waikiki,2024-07-28,86.6,74.3,79.5,88.7,74.3,80.6,67,66.3,0.005,100,4.17,rain,0,0,32.4,17.5,63.7,1017.5,50.3,9.2,304.1,26.3,10,10,2024-07-28T06:03:40,2024-07-28T19:11:52,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-29,86.7,75.7,80.4,88.6,75.7,81.2,65.5,61.4,0,0,0,,0,0,30.2,14.3,65.2,1018.6,45.3,9.2,284.4,24.5,9,10,2024-07-29T06:04:03,2024-07-29T19:11:24,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-30,84.5,74.1,79.2,86.3,74.1,79.9,66.9,66.9,0.03,100,16.67,rain,0,0,29.2,17.5,62.4,1018.1,72.5,9.2,187.7,16.1,6,10,2024-07-30T06:04:26,2024-07-30T19:10:55,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-07-31,87.1,75.9,80.7,88.9,75.9,81.5,65.3,60.3,0,0,0,rain,0,0,25.9,13.9,53.3,1017,41.7,9.3,325.1,28,10,10,2024-07-31T06:04:49,2024-07-31T19:10:25,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-01,87.2,75.3,80.6,88.7,75.3,81.3,64.8,59.5,0,0,0,rain,0,0,27.2,15.4,70.5,1016.4,43.5,9.3,294.6,25.4,10,10,2024-08-01T06:05:12,2024-08-01T19:09:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-02,86,74,80.1,89.1,74,81.5,67.5,66.1,0.006,100,8.33,rain,0,0,23.7,12.3,61.9,1017.5,53.6,9.4,232.5,20.1,9,10,2024-08-02T06:05:34,2024-08-02T19:09:21,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-03,88.4,75.1,80.7,92.5,75.1,82.4,69.9,71.2,0.068,100,25,rain,0,0,27.1,12.9,56.3,1018.4,73.3,9.5,293.8,25.2,10,10,2024-08-03T06:05:57,2024-08-03T19:08:48,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-04,87.7,75.5,81.5,90.8,75.5,83.2,67.8,63.9,0,0,0,rain,0,0,29.5,16.9,62.4,1017.7,52.8,9.8,203.3,17.5,8,10,2024-08-04T06:06:19,2024-08-04T19:08:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-05,88.2,76.2,82,92,76.2,83.6,67.6,62.3,0,0,0,rain,0,0,32.4,18.3,62.9,1017.3,50.8,9.4,225.7,19.5,9,10,2024-08-05T06:06:41,2024-08-05T19:07:39,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-08-06,88.7,76.9,81.9,91.1,76.9,83.1,67.1,61.8,0,0,0,rain,0,0,33.3,18.5,70.7,1017.5,41.2,9.3,292,25.3,10,10,2024-08-06T06:07:02,2024-08-06T19:07:03,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-07,88.2,76.4,81.8,90.3,76.4,83,66.3,60.1,0,0,0,rain,0,0,32.1,16.5,64.6,1017.7,33,9.4,287,24.8,10,10,2024-08-07T06:07:24,2024-08-07T19:06:26,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-08,88,77.4,82.2,90.7,77.4,83.7,67.2,61.2,0,0,0,rain,0,0,28.6,14,55.7,1015.9,52.3,9.4,219.7,19.1,8,10,2024-08-08T06:07:45,2024-08-08T19:05:48,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-09,88.2,76.3,81.7,89.8,76.3,82.5,65.9,59.7,0.005,100,4.17,rain,0,0,33.2,14.9,57.5,1014.7,40.3,9.4,287.4,24.7,10,10,2024-08-09T06:08:06,2024-08-09T19:05:09,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-08-10,89.2,77.6,82.2,92.2,77.6,84,67.7,62.5,0.007,100,4.17,rain,0,0,28.9,18.3,66.2,1016,51.8,9.9,144,12.4,5,10,2024-08-10T06:08:27,2024-08-10T19:04:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-11,88.6,76.6,81.7,92.8,76.6,83.9,69.2,66.8,0.015,100,16.67,rain,0,0,31.5,17.4,64.7,1017.7,54.9,9.8,182.5,15.7,9,10,2024-08-11T06:08:47,2024-08-11T19:03:49,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-12,87.7,77.4,81.8,91.5,77.4,83.6,68.6,64.9,0,0,0,rain,0,0,32.8,16.6,65.4,1018.1,48.8,9.5,234.3,20.2,9,10,2024-08-12T06:09:07,2024-08-12T19:03:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-13,88.4,77.7,82.2,90.3,77.7,83.4,67,61.1,0,0,0,,0,0,36.5,17.1,57.7,1017.3,46.7,9.4,235.2,20.2,10,10,2024-08-13T06:09:27,2024-08-13T19:02:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-14,88.6,76.1,82,90.2,76.1,83.2,66.1,59.3,0,0,0,rain,0,0,29.4,15,56.2,1017,42.8,9.4,270.5,23.4,10,10,2024-08-14T06:09:47,2024-08-14T19:01:42,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-15,88.3,74.8,81.8,90.4,74.8,83.5,67.3,62.8,0,0,0,,0,0,27.7,14,65,1017,36.2,9.4,305.3,26.4,10,10,2024-08-15T06:10:07,2024-08-15T19:00:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-16,89.4,78.7,82.8,91.9,78.7,84.8,69.6,65.6,0.003,100,4.17,rain,0,0,32.4,18.4,66.7,1017.8,55.8,9.4,260,22.4,10,10,2024-08-16T06:10:26,2024-08-16T19:00:14,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-17,89.2,77.2,82.2,92.8,77.2,84.3,69,65,0.014,100,8.33,rain,0,0,35.1,19,63.5,1017.8,76.5,9.9,192.3,16.6,10,10,2024-08-17T06:10:45,2024-08-17T18:59:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-18,88.7,77.2,82.2,92,77.2,84.6,69.5,66.2,0.005,100,4.17,rain,0,0,31.5,15.6,53.2,1016.6,75.8,9.9,216.7,18.7,9,10,2024-08-18T06:11:04,2024-08-18T18:58:42,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-19,88.7,77.8,82,93.6,77.8,84.5,69.8,67,0.023,100,16.67,rain,0,0,31.2,16.8,52.8,1015.7,80.4,9.4,251.5,21.7,10,10,2024-08-19T06:11:22,2024-08-19T18:57:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-20,88.7,78.5,82.5,92.5,78.5,84.6,68.8,64,0.031,100,16.67,rain,0,0,30.7,17.8,66.1,1016.2,54.6,9.4,255.5,22.1,9,10,2024-08-20T06:11:40,2024-08-20T18:57:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-21,88.6,78.7,82.6,91.4,78.7,84.3,67.3,60.6,0,0,0,rain,0,0,33.2,18.1,66.1,1017.7,44.7,9.5,121.5,10.3,4,10,2024-08-21T06:11:58,2024-08-21T18:56:19,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-08-22,88,77.6,82.2,91.1,77.6,83.7,66.9,60.2,0.005,100,4.17,rain,0,0,32,18.4,66.1,1017.9,55.4,9.3,148.8,12.8,6,10,2024-08-22T06:12:16,2024-08-22T18:55:30,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-23,87.4,79.3,82.4,92.7,79.3,85.9,70.1,66.8,0.003,100,4.17,rain,0,0,33.6,19.7,63.7,1016.4,82.5,9.4,147.7,12.7,6,10,2024-08-23T06:12:34,2024-08-23T18:54:41,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-24,87.6,78.7,82.2,91.8,78.7,84.7,69.6,66.4,0.031,100,16.67,rain,0,0,36.5,17.9,63.1,1015.8,82.3,9.7,312.4,26.9,10,10,2024-08-24T06:12:51,2024-08-24T18:53:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-25,83.1,78.4,80.3,88.1,78.4,82.2,71.3,74.2,0.01,100,12.5,rain,0,0,39.1,23.8,62.5,1015.3,95.5,9.6,39.9,3.5,1,10,2024-08-25T06:13:08,2024-08-25T18:53:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-26,82.9,75.7,79.7,85.8,75.7,80.6,68.3,68.7,0.038,100,16.67,rain,0,0,35.1,17.7,69.8,1016.1,75.5,9.3,104.9,9,4,10,2024-08-26T06:13:25,2024-08-26T18:52:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-27,88.6,75.3,81.4,91.4,75.3,82.7,66.9,62.3,0,0,0,rain,0,0,28.9,16,61.5,1015.8,45,9.4,236.2,20.3,10,10,2024-08-27T06:13:42,2024-08-27T18:51:17,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-28,88.2,74.7,80.6,93.5,74.7,83,69.5,69.5,0.047,100,12.5,rain,0,0,30,15.1,58.3,1015.8,61.8,9.3,155.6,13.4,5,10,2024-08-28T06:13:58,2024-08-28T18:50:25,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-29,89.1,77.8,82.6,94.6,77.8,86,71.5,70,0.086,100,12.5,rain,0,0,27.5,15,52.4,1016,64.3,9.7,161.3,13.8,8,10,2024-08-29T06:14:15,2024-08-29T18:49:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-30,87.7,78.5,82.2,95.9,78.5,86.8,73.3,74.9,0.138,100,37.5,rain,0,0,22.8,12.6,356.5,1015.2,79.5,9.6,181.9,15.7,7,30,2024-08-30T06:14:31,2024-08-30T18:48:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-08-31,87.1,78.9,82.6,96.1,78.9,87.8,73.8,75.2,0.012,100,4.17,rain,0,0,26.4,13.6,120.3,1016.7,42.7,9.9,219,18.9,8,30,2024-08-31T06:14:47,2024-08-31T18:47:45,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-01,89.4,79.3,83.8,96,79.3,88,71.4,67.1,0,0,0,rain,0,0,28.4,15.7,67.7,1017.6,66.9,9.9,187.6,16.3,7,30,2024-09-01T06:15:02,2024-09-01T18:46:51,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-02,88.7,79.5,83.3,93.9,79.5,86.5,69.5,63.8,0,0,0,rain,0,0,33.3,18.6,65.8,1017,49.4,9.9,119,10.3,4,10,2024-09-02T06:15:18,2024-09-02T18:45:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-03,88.9,78.6,82.5,92,78.6,84.5,68.7,63.6,0.01,100,8.33,rain,0,0,29.1,15.6,62.9,1016.5,48.1,9.4,204.5,17.6,9,10,2024-09-03T06:15:34,2024-09-03T18:45:01,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-09-04,88.6,76.4,81.8,91.3,76.4,83.3,67.2,62,0,0,0,rain,0,0,26.8,14,61.7,1015,40.9,9.5,293.9,25.4,10,10,2024-09-04T06:15:49,2024-09-04T18:44:06,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-05,88.5,75.5,81.5,90.1,75.5,82.7,66.5,61.3,0,0,0,rain,0,0,25.5,14.8,72.7,1015.5,36.3,9.5,308.2,26.4,10,10,2024-09-05T06:16:04,2024-09-05T18:43:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-06,88.8,73.9,81.1,91.9,73.9,82.6,67,63,0,0,0,,0,0,27.7,15.3,61,1016.7,41.2,9.6,299.4,25.8,10,10,2024-09-06T06:16:20,2024-09-06T18:42:14,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-07,87.5,76.6,81.5,89.7,76.6,82.7,66.5,61,0,0,0,rain,0,0,27.7,14.3,50.7,1014.8,43.8,9.9,160.5,13.7,5,10,2024-09-07T06:16:35,2024-09-07T18:41:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-08,88,76.2,81.1,89.8,76.2,82,65.4,59.7,0,0,0,rain,0,0,23,12.3,43.6,1013,35,9.9,221,19.3,9,10,2024-09-08T06:16:50,2024-09-08T18:40:22,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-09,85.8,74.4,80.1,89,74.4,81.6,67.3,65.7,0,0,0,,0,0,14.5,10.7,114.9,1011.8,48.8,9.4,141.6,12.2,7,10,2024-09-09T06:17:04,2024-09-09T18:39:25,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-10,86.1,73.7,80.2,90.6,73.7,82.2,68.6,68.4,0,0,0,rain,0,0,19.7,12.6,147.2,1011.8,43.4,9.3,218.5,18.8,9,10,2024-09-10T06:17:19,2024-09-10T18:38:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-11,88.5,73.4,81.2,93,73.4,83.7,68.9,67,0,0,0,rain,0,0,18,12.6,114.5,1012.3,23,9.3,304.3,26.4,10,10,2024-09-11T06:17:34,2024-09-11T18:37:31,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-12,90.3,77,83.1,92.9,77,85.3,68.7,62.9,0,0,0,rain,0,0,29.4,15.2,61,1013.8,32.8,9.2,304.6,26.2,10,10,2024-09-12T06:17:49,2024-09-12T18:36:34,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-13,89.8,77.6,83.3,94.3,77.6,85.9,68.3,61.2,0,0,0,rain,0,0,30.1,15.9,64.6,1014.7,38.3,9.4,213.2,18.4,9,10,2024-09-13T06:18:04,2024-09-13T18:35:36,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-14,89.4,78.7,82.7,91,78.7,84,66.6,59.3,0,0,0,rain,0,0,31.1,17.9,63.5,1014.2,37.2,9.8,265.8,23,10,10,2024-09-14T06:18:19,2024-09-14T18:34:39,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-15,88.7,76.1,82.1,91.3,76.1,84,68,63.2,0.014,100,12.5,rain,0,0,29.1,17.7,64.2,1014.5,52.8,9.8,166.3,14.4,7,10,2024-09-15T06:18:33,2024-09-15T18:33:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-16,89.7,79.8,83.4,95.5,79.8,87.8,71.3,67.5,0.019,100,8.33,rain,0,0,35,20,74,1016.3,57.7,9.5,239.9,20.7,9,10,2024-09-16T06:18:48,2024-09-16T18:32:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-17,89.4,79.5,83.1,93.6,79.5,85.6,69.1,63.3,0.069,100,16.67,rain,0,0,29.9,17,62.7,1017.3,41.1,9.3,283.6,24.5,10,10,2024-09-17T06:19:03,2024-09-17T18:31:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-18,90,77.7,82.6,93.9,77.7,84.7,69,64.3,0.009,100,12.5,rain,0,0,31.2,16.6,69.6,1016.6,52.3,9.4,264.2,22.9,9,10,2024-09-18T06:19:18,2024-09-18T18:30:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-19,87.9,78.3,82.3,90.2,78.3,83.5,66.7,60,0.003,100,4.17,rain,0,0,29.7,16.2,66.6,1016.2,40.3,9.3,297.8,25.8,10,10,2024-09-19T06:19:33,2024-09-19T18:29:51,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-20,87.3,76.3,81.3,90.1,76.3,82.7,67.5,63.4,0.014,100,4.17,rain,0,0,32.2,16.1,63,1015.8,58.7,9.5,234.4,20.1,8,10,2024-09-20T06:19:48,2024-09-20T18:28:53,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-21,88.1,76.7,81.6,90.8,76.7,82.8,67,61.9,0.007,100,4.17,rain,0,0,29,16.5,54.5,1015.5,52.9,9.9,200.3,17.3,10,10,2024-09-21T06:20:03,2024-09-21T18:27:55,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-22,87.5,76.7,81.4,90,76.7,82.5,66.5,61.4,0.019,100,8.33,rain,0,0,28.6,14.6,65.8,1014.7,41.6,9.9,288.5,25.1,10,10,2024-09-22T06:20:18,2024-09-22T18:26:58,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-09-23,88,74.6,81.6,90.5,74.6,82.7,66.3,60.6,0.046,100,4.17,rain,0,0,29.1,17.3,72,1014.5,38.1,9.6,275.1,23.8,10,10,2024-09-23T06:20:34,2024-09-23T18:26:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-24,88.5,76.2,82.4,91.8,76.2,84.2,67.6,61.9,0.009,100,4.17,rain,0,0,26.6,17.1,67.8,1015.7,42.8,9.3,195.3,16.8,7,10,2024-09-24T06:20:49,2024-09-24T18:25:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-25,88.3,77.9,82.3,91.6,77.9,83.8,67.8,62.3,0,0,0,rain,0,0,29.8,17.3,61.3,1016.6,37,9.5,268.3,23.3,10,10,2024-09-25T06:21:05,2024-09-25T18:24:06,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-26,88.3,77.7,81.9,90.8,77.7,83.3,68.1,63.8,0.012,100,8.33,rain,0,0,27.4,18.1,66.2,1016.3,62.5,9.3,188,16.2,7,10,2024-09-26T06:21:21,2024-09-26T18:23:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-27,86.8,77.3,81.5,89.8,77.3,83.3,68.9,66.2,0.01,100,8.33,rain,0,0,27.7,14.9,61.2,1016.4,70.8,9.5,209.5,18.3,9,10,2024-09-27T06:21:37,2024-09-27T18:22:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-09-28,88.4,77,81.8,90.7,77,82.9,66.2,60,0,0,0,rain,0,0,29.7,18.6,69,1016.2,40.1,9.9,249.1,21.5,8,10,2024-09-28T06:21:53,2024-09-28T18:21:16,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-29,87.4,75.8,81.1,90.9,75.8,82.9,67.8,64.7,0.005,100,4.17,rain,0,0,28.4,14.8,58.1,1015.6,42.6,9.9,196.2,16.9,10,10,2024-09-29T06:22:10,2024-09-29T18:20:20,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-09-30,85,77.4,80.4,89.6,77.4,82.2,69.6,70.1,0.044,100,20.83,rain,0,0,25.5,11.9,72.3,1015.1,61.4,9.2,139.6,12.2,7,10,2024-09-30T06:22:26,2024-09-30T18:19:24,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-10-01,89.1,76.3,82.1,92.7,76.3,84.3,68.5,64.5,0,0,0,rain,0,0,24.6,16.3,72.1,1015.8,50.4,9.4,188.8,16.5,7,10,2024-10-01T06:22:43,2024-10-01T18:18:29,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-10-02,88.1,74.6,81.4,91,74.6,82.8,68.6,66.8,0.099,100,16.67,rain,0,0,28.9,16.2,53.3,1015.7,58.7,9.3,282.3,24.3,9,10,2024-10-02T06:23:00,2024-10-02T18:17:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-10-03,88.2,74.7,81.2,91.4,74.7,82.7,67.1,63.2,0,0,0,rain,0,0,25.9,15.1,58.1,1015.2,40.2,9.3,175.3,15,7,10,2024-10-03T06:23:18,2024-10-03T18:16:39,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-10-04,87.5,74.1,79.8,89,74.1,80.5,67.1,66.3,0.005,100,4.17,rain,0,0,31.1,14,41.6,1015.3,53.1,9.5,214.6,18.6,8,10,2024-10-04T06:23:36,2024-10-04T18:15:44,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-10-05,87.7,75.3,80.8,90.2,75.3,81.9,67.4,64.9,0.012,100,4.17,rain,0,0,26.5,14.7,56.6,1015.4,38.9,9.9,240.9,20.9,10,10,2024-10-05T06:23:54,2024-10-05T18:14:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
